ID,lat,lon
132,29.49270937,-89.5943798
133,29.57642842,-89.53786816
134,29.64316765,-89.46223504
135,29.70122439,-89.3795628
136,29.75759081,-89.29608316
137,29.84490732,-89.24608352
138,29.93774021,-89.20612324
139,30.03586877,-89.18490247
140,30.13581006,-89.19853396
141,30.20609257,-89.13387267
142,30.21999697,-89.0347269
143,30.21391184,-88.93553286
144,30.25118679,-88.84337588
145,30.23754798,-88.74329191
146,30.22677761,-88.64283654
147,30.22458831,-88.54204997
148,30.20010912,-88.44539561
149,30.22545962,-88.34770159
150,30.23948322,-88.24758757
151,30.24983973,-88.14703466
152,30.23468959,-88.04886705
153,30.22371836,-87.95042473
154,30.23056227,-87.84981676
155,30.2370862,-87.7491981
156,30.25344353,-87.64943808
157,30.27367772,-87.55040477
158,30.29279771,-87.45114154
159,30.31482318,-87.35254754
160,30.31668701,-87.25216566
161,30.3289574,-87.15184602
162,30.34769721,-87.05252448
163,30.36517797,-86.9529539
164,30.38068463,-86.85305714
165,30.39264637,-86.75268093
166,30.39765258,-86.6517513
167,30.39014954,-86.55097835
168,30.38374873,-86.45009547
169,30.37258304,-86.34965668
170,30.3519616,-86.25072578
171,30.32402887,-86.15357204
172,30.29282222,-86.05742647
173,30.25599289,-85.9632917
174,30.21242313,-85.87210646
175,30.16152972,-85.78478676
176,30.10233384,-85.70287506
177,30.05934502,-85.61155295
178,29.99086079,-85.5377972
179,29.95498433,-85.44573895
180,29.87751297,-85.40882313
181,29.77690089,-85.41555205
182,29.6825073,-85.38407107
183,29.68471805,-85.29028657
184,29.65663692,-85.19507655
185,29.623179,-85.10012912
186,29.59008755,-85.01096744
187,29.63579002,-84.92087028
188,29.67056052,-84.8260346
189,29.7217337,-84.73959222
190,29.78267674,-84.65975914
191,29.81684842,-84.5653576
192,29.8845608,-84.49057521
193,29.89882652,-84.39333103
194,29.94834391,-84.33739497
195,30.0393404,-84.31585763
196,30.06988675,-84.22209244
197,30.08083038,-84.12204665
198,30.09987068,-84.023252
199,30.05601518,-83.93391572
200,29.99859967,-83.85095011
201,29.95831296,-83.75826329
202,29.90934365,-83.67011046
203,29.83105109,-83.60853692
204,29.74100345,-83.56747647
205,29.69912976,-83.47580334
206,29.63682253,-83.39915745
207,29.53688097,-83.38734253
208,29.45647059,-83.32981113
209,29.41615285,-83.23754478
210,29.33851261,-83.1800336
211,29.263884,-83.1235324
212,29.1910847,-83.06525925
213,29.12509916,-83.01970537
214,29.16473508,-82.92678531
215,29.15327936,-82.82911198
216,29.08354878,-82.76512002
217,28.98547852,-82.76016402
218,28.90952108,-82.6950853
219,28.81062338,-82.69914944
220,28.71360441,-82.72059846
221,28.62861915,-82.66674111
222,28.52916372,-82.65941569
223,28.43288323,-82.68960741
224,28.3392685,-82.72765582
225,28.24216364,-82.7536831
226,28.21451558,-82.84796305
227,28.12180273,-82.85130092
228,28.02416667,-82.82613205
229,27.92573312,-82.84502404
230,27.82939729,-82.83211617
231,27.75311872,-82.76600524
232,27.65764368,-82.74522559
233,27.56037275,-82.75720675
234,27.46997165,-82.71201925
235,27.39189594,-82.64837279
236,27.30948981,-82.59024841
237,27.22981615,-82.52829387
238,27.14196899,-82.47931978
239,27.04973358,-82.43825343
240,26.96309757,-82.38616876
241,26.88002777,-82.32885404
242,26.79443606,-82.27625683
243,26.69560346,-82.25586216
244,26.6011554,-82.2211935
245,26.5041728,-82.19350213
246,26.43092125,-82.1276716
247,26.44185291,-82.03249292
248,26.45278777,-81.93874756
249,26.37505863,-81.87493228
250,26.28426648,-81.83119606
251,26.18467636,-81.81518224
252,26.08581096,-81.79761446
253,25.99299258,-81.76008919
254,25.92685431,-81.69616196
255,25.87058991,-81.65253007
256,25.84573881,-81.62286005
257,25.84471264,-81.52298832
258,25.78840747,-81.43948855
259,25.72277212,-81.36737857
260,25.6475291,-81.30335783
261,25.57501722,-81.23437211
262,25.48329234,-81.19200961
263,25.3922163,-81.14907106
264,25.29260017,-81.15996248
265,25.19470406,-81.16019986
266,25.12070035,-81.09170953
267,25.04300916,-81.02722662
268,25.00767372,-80.93397798
269,24.9724434,-80.84051156
270,24.90876762,-80.76248162
271,24.89641655,-80.66434644
272,24.95375269,-80.58219499
273,25.01705656,-80.50341283
274,25.08736613,-80.4308894
275,25.15649782,-80.35842027
276,25.24700905,-80.31362309
277,25.33169162,-80.25842836
278,25.41941954,-80.20821283
279,25.51448374,-80.17493761
280,25.6142455,-80.15869291
281,25.71489891,-80.14942106
282,25.81210653,-80.12252761
283,25.91276009,-80.12117824
284,26.01353743,-80.11465196
285,26.1139731,-80.10313622
286,26.21425121,-80.09053457
287,26.3139558,-80.07390813
288,26.41449024,-80.06331336
289,26.5143183,-80.04764099
