original_index,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
607,608.0,1.0,81.0,30.225469068137045,-87.92468868130652,40.0,28.0,62.6,23.9,1.05
608,609.0,1.0,81.0,30.225469068137045,-87.92468868130652,40.0,8.0,79.6,8.9,1.08
609,610.0,1.0,82.0,30.350141249720927,-87.03860318621001,40.0,148.0,11.8,21.4,1.74
610,611.0,1.0,82.0,30.350141249720927,-87.03860318621001,40.0,128.0,26.3,19.2,1.37
611,612.0,1.0,82.0,30.350141249720927,-87.03860318621001,40.0,108.0,27.6,29.5,1.6
612,613.0,1.0,82.0,30.350141249720927,-87.03860318621001,40.0,88.0,18.0,22.5,1.34
613,614.0,1.0,82.0,30.350141249720927,-87.03860318621001,40.0,68.0,71.0,13.1,1.21
616,617.0,1.0,82.0,30.350141249720927,-87.03860318621001,40.0,8.0,122.3,30.0,0.95
617,618.0,1.0,83.0,29.53706144390979,-92.34580905667056,60.0,138.0,22.6,37.1,1.4
618,619.0,1.0,83.0,29.53706144390979,-92.34580905667056,60.0,118.0,11.8,26.8,1.5
619,620.0,1.0,83.0,29.53706144390979,-92.34580905667056,60.0,98.0,39.6,11.7,1.49
620,621.0,1.0,83.0,29.53706144390979,-92.34580905667056,60.0,78.0,37.3,21.8,1.22
621,622.0,1.0,83.0,29.53706144390979,-92.34580905667056,60.0,58.0,89.7,20.4,1.11
622,623.0,1.0,83.0,29.53706144390979,-92.34580905667056,60.0,38.0,19.0,11.0,1.56
623,624.0,1.0,83.0,29.53706144390979,-92.34580905667056,60.0,18.0,38.4,26.6,1.44
624,625.0,1.0,84.0,29.419046082819584,-91.34088320121309,60.0,138.0,11.5,24.3,1.54
625,626.0,1.0,84.0,29.419046082819584,-91.34088320121309,60.0,118.0,33.4,40.1,1.32
626,627.0,1.0,84.0,29.419046082819584,-91.34088320121309,60.0,98.0,18.9,30.6,1.4
627,628.0,1.0,84.0,29.419046082819584,-91.34088320121309,60.0,78.0,45.9,9.4,1.35
628,629.0,1.0,84.0,29.419046082819584,-91.34088320121309,60.0,58.0,78.0,12.8,1.13
629,630.0,1.0,84.0,29.419046082819584,-91.34088320121309,60.0,38.0,59.6,25.7,1.21
631,632.0,1.0,85.0,29.047057144104993,-90.86345001158192,60.0,138.0,9.4,48.6,1.75
632,633.0,1.0,85.0,29.047057144104993,-90.86345001158192,60.0,118.0,42.7,16.4,0.95
633,634.0,1.0,85.0,29.047057144104993,-90.86345001158192,60.0,98.0,24.0,23.8,1.36
634,635.0,1.0,85.0,29.047057144104993,-90.86345001158192,60.0,78.0,13.0,26.0,1.73
637,638.0,1.0,85.0,29.047057144104993,-90.86345001158192,60.0,18.0,119.8,16.8,0.91
639,640.0,1.0,86.0,30.337873047227003,-87.1045928081517,60.0,118.0,12.9,42.5,1.48
641,642.0,1.0,86.0,30.337873047227003,-87.1045928081517,60.0,78.0,26.2,13.9,1.55
643,644.0,1.0,86.0,30.337873047227003,-87.1045928081517,60.0,38.0,86.4,32.0,1.18
644,645.0,1.0,86.0,30.337873047227003,-87.1045928081517,60.0,18.0,31.2,17.8,1.39
